lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-92.5897222,38.1336111,8/17/1997 23:10,kaiser,mo,us,light,45,First spotted as a round white light between the moon and Venus&#44 stationary&#44 then accelerated so quickly across the sky that it was out,1997,8,17
-82.2175,41.2938889,8/19/1997 23:30,oberlin,oh,us,triangle,600,this ship had two high lntense headlights in the front -triangular shaped -red diamond light on the bottom50 feet off the ground,1997,8,19
-83.9463889,42.4566667,8/20/1997 23:00,pinckney,mi,us,light,600,Lights being chased by jets. The lights won,1997,8,20
-96.0063889,32.3069444,8/22/1997 0:00,eustace,tx,us,light,120,3 circular lights&#44 rapidly spinning and blinking about 100 ft over the tree tops.,1997,8,22
-93.5669444,45.3038889,8/24/1997 21:00,elk river,mn,us,triangle,60,it was three green lights in the shape of a tryangle and this took place at night&#44 and these 3 lights flashed and  then it moved to a d,1997,8,24
-93.055,34.5036111,8/28/1997 0:10,hot springs,ar,us,circle,900,Three objects that turned into four objects.,1997,8,28
-111.4727778,36.9086111,8/28/1997 20:00,page (lake powell),az,us,light,900,8. PAGE-LAKE POWELL ARIZONA  AUGUST 1997 ((This is the eigth and last to date of several of these experiences&#44 all of which I now feel,1997,8,28
-70.1886111,44.4752778,8/29/1997 21:30,livermore falls,me,us,fireball,900,It finally split into two distinct balls of bright orange fiery lights about 1000 feet above and ahead of us.,1997,8,29
-122.9719444,45.3002778,8/31/1997 21:00,newberg,or,us,light,300,A woman and her sun witness 5 strange lights&#44 white in the center&#44 yellow between the center and edge&#44 and blue. Does unearthly maneuve,1997,8,31
-87.0366667,36.3941667,9/1/1997 20:00,pleasant view,tn,us,fireball,5,large white fireball or super flare...,1997,9,1
-122.675,45.5236111,9/2/1997 21:45,portland,or,us,formation,20,Four pink/orange lights in V formation flying over metro Portland,1997,9,2
-80.4969444,41.2122222,9/15/1997 18:00,farrell,pa,us,disk,300,Low-flying&#44 object prior to west to east moving severe storm on PA/OH border.,1997,9,15
-80.5183333,33.8925,9/15/1997 19:00,wedgefield,sc,us,triangle,900,Traingle or 3 separate crafts in triang. formation over AFB bombing range.,1997,9,15
-122.0791667,47.6419444,9/15/1997 20:40,sammamish,wa,us,unknown,30,I looked North toward Mt. Baker&#44 I saw a bright light that hoovered for about 15 seconds&#44 then shot up&#44 then to my left&#44 then disappear,1997,9,15
-86.2483333,43.2341667,9/24/1997 14:30,muskegon,mi,us,disk,2,Saw from a car. Metallic saucer about 1 mile away.,1997,9,24
-112.0252778,41.1108333,9/25/1997 22:00,clearfield,ut,us,triangle,90,We observed a low flying craft (aprox.100yards up ) hovering over head and moving in a westerly direction. The movement was slow.,1997,9,25
-96.6486111,43.9991667,9/27/1997 23:00,egan,sd,us,other,1800,The Weirdest Thing I Have Ever Seen,1997,9,27
-122.4183333,37.775,9/28/1997 23:15,san francisco,ca,us,triangle,15,flying-wing shape outlined by 12-14 lights. Apparent high altitude over- head east to west mvmnt.  Appx. 9-12 moon widths,1997,9,28
-94.88,47.4736111,10/1/1997 0:00,bemidji,mn,us,triangle,600,In october 1997 my dad and I seen 3 lights in the shape of a triangle tumbling over each other in Bemidji Minnesota.,1997,10,1
-80.8433333,35.2269444,10/1/1997 9:00,charlotte,nc,us,cigar,120,Cigar shaped&#44 silvery-white object @ 500-1&#4400&#39 up&#44 in a clear blue&#44 cloudless sky.  Object was silent&#44 immobile&#44 and when I glanced dow,1997,10,1
-88.0197222,44.5191667,10/1/1997 19:00,green bay,wi,us,light,1200,Three red lights,1997,10,1
-87.875,41.1416667,10/1/1997 21:30,bourbonnais,il,us,triangle,60,I was traveling home from visiting my dad in Carle Hospital on 113 heading towards Custer Park&#44 IL. It was dark out I was in farm count,1997,10,1
-123.2972222,43.4222222,10/1/1997 21:30,oakland,or,us,light,60,High altitude light turned&#44 dropped several Thousand feet&#44 turned and disappeared&#33,1997,10,1
-75.7327778,40.8758333,10/3/1997 21:00,jim thorpe,pa,us,oval,60,The turn was that of a very sharp L,1997,10,3
-97.1463889,31.5491667,10/3/1997 21:30,waco,tx,us,light,60,Lights flying around the moon.,1997,10,3
-104.8197222,41.14,10/5/1997 19:00,cheyenne,wy,us,other,90,Seen a object in clear sky.looked like commet coming from south to north.lost tail half way across sky,1997,10,5
-85.1411111,39.6411111,10/10/1997 16:00,connersville,in,us,delta,14400,3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .,1997,10,10
-117.9983333,33.6602778,10/12/1997 18:30,huntington beach,ca,us,sphere,20,Sphere chased by Huntington Beach Helocopter,1997,10,12
-121.4005556,36.8525,10/13/1997 22:15,hollister,ca,us,light,120,I was walking on a county road looking at the stars as I often do When I noticed a star becoming brighter&#44 Then to my amazement it move,1997,10,13
-76.1477778,43.0480556,10/14/1997 16:00,syracuse (north),ny,us,unknown,30,4 Military planes fly past flying rod&#44  and information blackout still ocurring.,1997,10,14
-118.1436111,34.1477778,10/15/1997 7:00,pasadena,ca,us,oval,30,it was a plasma craft . It looked just like the pics taken in mex of a plasma craft.,1997,10,15
-81.9775,36.7097222,10/15/1997 18:40,abingdon,va,us,light,600,Bristol Herald Courier run on Thursday (10-16-97) the following day &quot;Unusual lights in sky over Mountain Empire generate speculation&quot;.,1997,10,15
-123.6372222,46.3311111,10/15/1997 20:00,rosburg,wa,us,triangle,240,Triangular shaped object.,1997,10,15
-90.1977778,38.6272222,10/15/1997 22:00,st. louis,mo,us,unknown,60,inside the house&#44 but could tell it was above us,1997,10,15
-97.2113889,32.4063889,10/15/1997 22:00,alvarado,tx,us,chevron,30,&quot;V&quot; Shaped craft over Night Sky in Alvarado TX. Oct. 1997,1997,10,15
-81.6558333,30.3319444,10/16/1997 1:30,jacksonville,fl,us,sphere,600,Metallic Sphere Scans My Entire Body,1997,10,16
-71.2861111,41.9444444,10/19/1997 2:00,attleboro,ma,us,light,600,A small globe of white light hovering over the grass paced my car for several minutes.,1997,10,19
-97.6786111,30.5080556,10/20/1997 20:00,round rock,tx,us,diamond,3600,Major UFO event&#44 Round Rock Texas,1997,10,20
-75.3402778,40.1213889,10/21/1997 18:45,norristown,pa,us,circle,1200,I viewed three UFO&#39s in the sky&#44 moving at high speeds and amazing shapes in the sky not possible by human planes.,1997,10,21
-120.3713889,40.1713889,10/22/1997 15:00,milford,ca,us,disk,5,Silver saucer shaped craft seen clearly over Sierra Nevada mountains for a short time.,1997,10,22
-95.3630556,29.7630556,10/24/1997 18:00,houston,tx,us,triangle,6,Witnessed black&#44 metallic UFO pass by airplane window at 28&#44000 feet.  Witnessed by several people in daylight.,1997,10,24
-122.0388889,38.2494444,10/24/1997 20:42,fairfield,ca,us,sphere,2,Round blue-green object seen hurling to earth.  It disappeared before reaching the ground.  It was only visible in the night sky for ap,1997,10,24
-84.0402778,40.4394444,10/28/1997 20:15,jackson center,oh,us,light,10800,three orange lights appear in back of our factory while on a smoke break all moving back and forth&#33&#33&#33,1997,10,28
-81.7794444,35.7288889,10/29/1997 16:30,glen alpine,nc,us,light,60,I herd a humming sound and a bright lite. From - Thu Oct 30 14:34:07 1997 Return-Path: nobody@colorado.nwlink.com Received: from colora,1997,10,29
-79.9961111,40.4405556,10/30/1997 7:30,pittsburgh,pa,us,disk,180,observed stationary disk object hovering in clear daylight about 100 feet driving nearly beneath it.,1997,10,30
-97.7255556,33.7866667,10/31/1997 0:00,nocona,tx,us,sphere,12,A very dim&#44 round ball of light that moved at a very high speed across the sky--much faster than a jet&#44 but slower than a meteorite.,1997,10,31
-117.8669444,33.7455556,10/31/1997 22:18,santa ana,ca,us,light,120,Saw an orange&#44 round object in the northern sky under clear conditions. Object was flickering in brightness and was moving very slowly,1997,10,31
-88.405,42.7852778,11/1/1997 1:30,east troy,wi,us,unknown,1800,My daughter was 3 and 1/2 years old at the time this occurred. It was approximately November. I arrived home from work at approx 02:30.,1997,11,1
-70.9755556,41.9902778,11/1/1997 3:00,bridgewater,ma,us,triangle,600,OBSERVED ONE VERY LARGE TRIANGLE WITH 5 LIGHTS TRAVELING TO THE NORTH EAST&#44 POSSIBLY IN EARTH ORBIT.,1997,11,1
-84.3358333,31.3127778,11/1/1997 6:00,newton,ga,us,light,60,About  0600 am going to work i saw this most unusual light  from something overhead.,1997,11,1
-90.8233333,36.6208333,11/1/1997 18:50,doniphan,mo,us,fireball,120,2 fireballs fall from sky and light up surroundings,1997,11,1
-95.3630556,29.7630556,11/2/1997 0:00,houston,tx,us,light,60,3 lights in line to V formation moving southwest.One light moved erraticaly and split making 180 degree turn,1997,11,2
-88.0197222,44.5191667,11/2/1997 18:50,green bay,wi,us,light,600,A loose formation of 3 orange non-blinking lights observed slowly crossing evening sky.,1997,11,2
-122.3308333,47.6063889,11/4/1997 20:45,seattle,wa,us,light,2,Seen in the SE sky over chuch&#44 bright light too big to be a star&#44it was complety still. then in split second disappaered going SW at sp,1997,11,4
-85.6447222,42.8694444,11/6/1997 19:00,kentwood,mi,us,other,60,Large&#44 oval object with 2 small flashing red lights and 2 large steady white lights&#44 150 to 200 feet in air above a barn right next to,1997,11,6
-111.6938889,40.2969444,11/10/1997 20:00,orem,ut,us,triangle,60,Black object moving slowly from North to South.,1997,11,10
-82.9988889,39.9611111,11/11/1997 5:30,columbus,oh,us,cylinder,1200,huge cylindrical lights&#44 thousands of feet long&#44 blink off and then clusters of much smaller light blue and light orange-pink ship ligh,1997,11,11
-122.3308333,47.6063889,11/12/1997 17:30,seattle,wa,us,light,8,Looked up in the sky in a S-SW direction.  Noticed 2 &quot;stars&quot; that were moving together at the same speed.  They traveled for about 3 se,1997,11,12
-123.2608333,44.5647222,11/13/1997 1:45,corvallis,or,us,light,1200,We had just pulled onto Interstate 5 from leaving Corvallis when we saw these three amber/orange lights hovering above the freeway.  At,1997,11,13
-122.7433333,48.9180556,11/14/1997 16:00,birch bay,wa,us,other,1200,Saw two objects go from northwest southwest over ocean and san jaun islands twords bellingham with a long trail,1997,11,14
-122.2697222,37.8044444,11/14/1997 19:55,oakland,ca,us,disk,900,Saw hovering craft above SF Bay Area above Oakland Coliseum area.  Craft was saucer like from what we could see.  The top was unlit and,1997,11,14
-122.2158333,47.4830556,11/14/1997 21:15,renton,wa,us,formation,90,At work going to lunch. 8 objects in a row 10 to 12 objects in a row horzintal&#44under the 8&#44 traviling from the south to the north at a,1997,11,14
-122.8994444,47.0380556,11/14/1997 21:30,olympia,wa,us,fireball,30,Fireball object in Puget Sound Area,1997,11,14
-78.6905556,43.1705556,11/15/1997 4:00,lockport,ny,us,sphere,1500,Low in the eastern sky over a farming area I spotted a ball of bright light&#44 every once in a while it seemed a ring of color would move,1997,11,15
-80.0366667,26.7052778,11/15/1997 18:45,west palm beach,fl,us,other,300,Object changed direction twice.,1997,11,15
-75.9697222,40.7972222,11/15/1997 21:00,tamaqua,pa,us,light,30,A light was seen up in the sky with small lights shining down from it it dissapeared and a possible abduction took place the following,1997,11,15
-78.31,42.7633333,11/15/1997 21:30,varysburg,ny,us,triangle,15,Two triangular ships seen at night,1997,11,15
-74.6972222,40.7841667,11/15/1997 23:00,chester,nj,us,circle,240,Seven UFO&#39s zigzagging in formation across the night sky,1997,11,15
-107.8736111,48.3597222,11/18/1997 19:30,malta (60 miles south of),mt,us,rectangle,2,Three of us wittnessed three rectangular orangish red lights in the sky the same distance apart. They appeared one at a time till three,1997,11,18
-87.65,41.85,11/20/1997 2:00,chicago,il,us,other,120,A couple friends and i witnessed a possible ufo sighting at about 2 am. In the northeast quadrant we saw a bright white object tht ca,1997,11,20
-84.9552778,45.3733333,11/22/1997 16:15,petoskey,mi,us,egg,8,Very large flouresent green/bright white egg shaped &quot;thing&quot; traveling extremely fast.,1997,11,22
-93.0930556,44.9444444,11/28/1997 0:45,st. paul,mn,us,fireball,5,An orange &quot;shooting star&quot; in the SSE area of the sky.,1997,11,28
-88.1472222,41.7858333,12/1/1997 3:30,naperville,il,us,oval,900,I was retiring for the nite and got into bed in my darkened bedroom and as I turned my head toward the two windows to my left that I co,1997,12,1
-122.4183333,37.775,12/1/1997 12:00,san francisco (observed from),ca,us,other,20,Large sphere and cylinder space junk reentering atmosphere southeasterly of San Francisco probably in Central Valley or Nevada.,1997,12,1
-74.0758333,40.9444444,12/1/1997 23:30,paramus (souh of),nj,us,fireball,120,Large white fireball over New York City,1997,12,1
-92.2569444,38.7744444,12/7/1997 3:00,ashland (right over highway 63),mo,us,triangle,60,Triangle shaped object with lights on each corner. Bright strobe lights leading in direction it was going. Going very slow and then sto,1997,12,7
-79.8627778,32.7938889,12/7/1997 20:16,mount pleasant,sc,us,unknown,180,At 8:16pm on 12/07/97 An oblect with three bright lights was stoped in the road. When I tried to get out of my car to look...I don&#39t kn,1997,12,7
-122.3308333,47.6063889,12/11/1997 19:15,seattle,wa,us,light,3,Extremely rapid&#44 silent&#44 non-streaking bright light moving from north to south at probably 15 to 25 degrees along the eastern horizon a,1997,12,11
-85.0588889,41.3669444,12/14/1997 6:45,auburn,in,us,sphere,120,We saw 3 unexplained&#44 white orbs of light hovering over a church we were driving to.  We saw them from our car&#44 and they hovered over t,1997,12,14
-104.8313889,39.7294444,12/14/1997 20:30,aurora,co,us,unknown,300,Object seen shooting across the sky at a very high rate of speed and the stopped and started blinking a white light.  Object was moving,1997,12,14
-96.1808333,48.1191667,12/15/1997 1:00,thief river falls,mn,us,disk,10,BRASS  UPSIDE  DOWN CUP AND SAUCER. GREEN AND WHITE LIGHTS. ANIMATED OBJECTS MOVING ABOUT.  BUSINESS -LIKE.,1997,12,15
-88.6280556,38.8344444,12/15/1997 22:00,iola,il,us,fireball,1200,((HOAX??))  A massive flaming/glowing eyeball floats by then min later a streak of light from space making a 60* angle above us.,1997,12,15
-79.9588889,40.5594444,12/16/1997 19:55,allison park,pa,us,hexagon,240,A long hexagon shaped object crossed the sky just north of Pittsburgh&#44PA&#44 with heading northeast and moving at a speed that I estimate,1997,12,16
-73.2125,44.4758333,12/17/1997 11:45,burlington,vt,us,diamond,180,Large object at above 50&#44000 feet:  est speed around 3&#44000 kts:  diamond design. no visable trail:  est 300 x 300 feet. Have seen in ar,1997,12,17
-73.1483333,44.5438889,12/17/1997 11:45,colchester,vt,us,light,45,Saw bright green light&#44 about 11:45 pass over head going to northeast.  No sound but radio was out for about ten to fifteen seconds.  W,1997,12,17
-70.0833333,41.76,12/23/1997 20:00,brewster,ma,us,unknown,3,While looking at the stars on a clear night&#44 I saw an object&#44 yellow/orange&#44 travel from North to South (nearly 0 to 180 degrees almost,1997,12,23
